,Cancer,Gender,Larynx,Lung,Nasal,Race,State,Trachea,Year
2987,Lung,Male,,94.06029065926774,,White,PA,,2016
2988,Lung,Male,,60.59633503295823,,White,PA,,2017
2989,Lung,Male,,45.967878775014256,,White,PA,,2018
2990,Lung,Male,,21.026301286932693,,White,PA,,2019
2991,Lung,Male,,5.180550422891023,,White,PA,,2020
2992,Lung,Male,,0.0,,White,PA,,2021
2993,Lung,Male,,4.0742761411299755,,White,PA,,2022
2994,Lung,Male,,0.0,,White,PA,,2023
2995,Lung,Male,,0.0,,White,PA,,2024
2996,Lung,Male,,0.0,,White,PA,,2025
2997,Larynx,Male,6.0,,,White,MN,,1999
2998,Larynx,Male,4.8,,,White,MN,,2000
2999,Larynx,Male,5.1,,,White,MN,,2001
3000,Larynx,Male,5.2,,,White,MN,,2002
3001,Larynx,Male,5.1,,,White,MN,,2003
3002,Larynx,Male,5.5,,,White,MN,,2004
3003,Larynx,Male,6.1,,,White,MN,,2005
3004,Larynx,Male,6.0,,,White,MN,,2006
3005,Larynx,Male,5.2,,,White,MN,,2007
3006,Larynx,Male,6.2,,,White,MN,,2008
3007,Larynx,Male,6.2,,,White,MN,,2009
3008,Larynx,Male,5.1,,,White,MN,,2010
3009,Larynx,Male,5.1,,,White,MN,,2011
3010,Larynx,Male,6.1,,,White,MN,,2012
3011,Larynx,Male,5.8,,,White,MN,,2013
3012,Larynx,Male,5.9,,,White,MN,,2014
3013,Larynx,Male,5.3,,,White,MN,,2015
3014,Larynx,Male,5.892176598314194,,,White,MN,,2016
3015,Larynx,Male,3.5793656321678853,,,White,MN,,2017
3016,Larynx,Male,5.135331273591882,,,White,MN,,2018
3017,Larynx,Male,3.5965911798437844,,,White,MN,,2019
3018,Larynx,Male,1.2191767479130802,,,White,MN,,2020
3019,Larynx,Male,3.4206029645265077,,,White,MN,,2021
3020,Larynx,Male,2.020294858863513,,,White,MN,,2022
3021,Larynx,Male,0.2572045866916193,,,White,MN,,2023
3022,Larynx,Male,1.3939709074314557,,,White,MN,,2024
3023,Larynx,Male,2.2458783399334976,,,White,MN,,2025
3024,Larynx,Male,7.3,,,Black or African American,FL,,1999
3025,Larynx,Male,8.7,,,Black or African American,FL,,2000
3026,Larynx,Male,7.1,,,Black or African American,FL,,2001
3027,Larynx,Male,6.3,,,Black or African American,FL,,2002
3028,Larynx,Male,8.2,,,Black or African American,FL,,2003
3029,Larynx,Male,8.1,,,Black or African American,FL,,2004
3030,Larynx,Male,7.8,,,Black or African American,FL,,2005
3031,Larynx,Male,6.9,,,Black or African American,FL,,2006
3032,Larynx,Male,6.5,,,Black or African American,FL,,2007
3033,Larynx,Male,6.1,,,Black or African American,FL,,2008
3034,Larynx,Male,6.7,,,Black or African American,FL,,2009
3035,Larynx,Male,6.6,,,Black or African American,FL,,2010
3036,Larynx,Male,4.5,,,Black or African American,FL,,2011
3037,Larynx,Male,5.2,,,Black or African American,FL,,2012
3038,Larynx,Male,4.5,,,Black or African American,FL,,2013
3039,Larynx,Male,4.5,,,Black or African American,FL,,2014
3040,Larynx,Male,5.8,,,Black or African American,FL,,2015
3041,Larynx,Male,3.5648539360593823,,,Black or African American,FL,,2016
3042,Larynx,Male,3.0962738350573007,,,Black or African American,FL,,2017
3043,Larynx,Male,2.9630974640426286,,,Black or African American,FL,,2018
3044,Larynx,Male,0.14808039508273918,,,Black or African American,FL,,2019
3045,Larynx,Male,5.320003938864364,,,Black or African American,FL,,2020
3046,Larynx,Male,0.0,,,Black or African American,FL,,2021
3047,Larynx,Male,3.554038047289998,,,Black or African American,FL,,2022
3048,Larynx,Male,0.0,,,Black or African American,FL,,2023
3049,Larynx,Male,0.0,,,Black or African American,FL,,2024
3050,Larynx,Male,5.787075426020564,,,Black or African American,FL,,2025
3051,Larynx,Female,1.5,,,White,IL,,1999
3052,Larynx,Female,1.8,,,White,IL,,2000
3053,Larynx,Female,1.7,,,White,IL,,2001
3054,Larynx,Female,1.7,,,White,IL,,2002
3055,Larynx,Female,1.7,,,White,IL,,2003
3056,Larynx,Female,1.4,,,White,IL,,2004
3057,Larynx,Female,1.9,,,White,IL,,2005
3058,Larynx,Female,1.5,,,White,IL,,2006
3059,Larynx,Female,1.9,,,White,IL,,2007
3060,Larynx,Female,1.8,,,White,IL,,2008
3061,Larynx,Female,1.9,,,White,IL,,2009
3062,Larynx,Female,2.0,,,White,IL,,2010
3063,Larynx,Female,1.7,,,White,IL,,2011
3064,Larynx,Female,1.9,,,White,IL,,2012
3065,Larynx,Female,1.5,,,White,IL,,2013
3066,Larynx,Female,2.0,,,White,IL,,2014
3067,Larynx,Female,1.6,,,White,IL,,2015
3068,Larynx,Female,2.0427057002681988,,,White,IL,,2016
3069,Larynx,Female,1.707226285048604,,,White,IL,,2017
3070,Larynx,Female,0.22090022933200504,,,White,IL,,2018
3071,Larynx,Female,1.6239634679966113,,,White,IL,,2019
3072,Larynx,Female,0.0,,,White,IL,,2020
3073,Larynx,Female,2.7251521478676173,,,White,IL,,2021
3074,Larynx,Female,0.0,,,White,IL,,2022
3075,Larynx,Female,4.694804439801501,,,White,IL,,2023
3076,Larynx,Female,0.0,,,White,IL,,2024
3077,Larynx,Female,10.220095820296585,,,White,IL,,2025
3078,Lung,Male,,38.2,,Asian or Pacific Islander,CA,,1999
3079,Lung,Male,,41.8,,Asian or Pacific Islander,CA,,2000
3080,Lung,Male,,39.7,,Asian or Pacific Islander,CA,,2001
3081,Lung,Male,,36.9,,Asian or Pacific Islander,CA,,2002
3082,Lung,Male,,40.8,,Asian or Pacific Islander,CA,,2003
3083,Lung,Male,,40.3,,Asian or Pacific Islander,CA,,2004
3084,Lung,Male,,39.8,,Asian or Pacific Islander,CA,,2005
3085,Lung,Male,,40.0,,Asian or Pacific Islander,CA,,2006
3086,Lung,Male,,38.5,,Asian or Pacific Islander,CA,,2007
3087,Lung,Male,,39.4,,Asian or Pacific Islander,CA,,2008
3088,Lung,Male,,40.2,,Asian or Pacific Islander,CA,,2009
3089,Lung,Male,,40.7,,Asian or Pacific Islander,CA,,2010
3090,Lung,Male,,38.8,,Asian or Pacific Islander,CA,,2011
3091,Lung,Male,,42.1,,Asian or Pacific Islander,CA,,2012
3092,Lung,Male,,42.5,,Asian or Pacific Islander,CA,,2013
3093,Lung,Male,,40.0,,Asian or Pacific Islander,CA,,2014
3094,Lung,Male,,42.8,,Asian or Pacific Islander,CA,,2015
3095,Lung,Male,,42.11956421708141,,Asian or Pacific Islander,CA,,2016
3096,Lung,Male,,35.49237632869628,,Asian or Pacific Islander,CA,,2017
3097,Lung,Male,,41.12928993955913,,Asian or Pacific Islander,CA,,2018
3098,Lung,Male,,12.054852801607625,,Asian or Pacific Islander,CA,,2019
3099,Lung,Male,,32.24822816224821,,Asian or Pacific Islander,CA,,2020
3100,Lung,Male,,6.271538297155789,,Asian or Pacific Islander,CA,,2021
3101,Lung,Male,,12.505957515811426,,Asian or Pacific Islander,CA,,2022
3102,Lung,Male,,19.000415503064307,,Asian or Pacific Islander,CA,,2023
3103,Lung,Male,,0.0,,Asian or Pacific Islander,CA,,2024
3104,Lung,Male,,24.669729590716205,,Asian or Pacific Islander,CA,,2025
3105,Lung,Male,,89.7,,Black or African American,MO,,1999
3106,Lung,Male,,81.8,,Black or African American,MO,,2000
3107,Lung,Male,,74.6,,Black or African American,MO,,2001
3108,Lung,Male,,85.6,,Black or African American,MO,,2002
3109,Lung,Male,,73.6,,Black or African American,MO,,2003
3110,Lung,Male,,79.4,,Black or African American,MO,,2004
3111,Lung,Male,,84.4,,Black or African American,MO,,2005
3112,Lung,Male,,77.9,,Black or African American,MO,,2006
3113,Lung,Male,,71.6,,Black or African American,MO,,2007
3114,Lung,Male,,70.5,,Black or African American,MO,,2008
3115,Lung,Male,,74.8,,Black or African American,MO,,2009
3116,Lung,Male,,67.0,,Black or African American,MO,,2010
3117,Lung,Male,,81.7,,Black or African American,MO,,2011
3118,Lung,Male,,80.0,,Black or African American,MO,,2012
3119,Lung,Male,,79.9,,Black or African American,MO,,2013
3120,Lung,Male,,71.0,,Black or African American,MO,,2014
3121,Lung,Male,,76.0,,Black or African American,MO,,2015
3122,Lung,Male,,65.9214128872082,,Black or African American,MO,,2016
3123,Lung,Male,,43.468387806971684,,Black or African American,MO,,2017
3124,Lung,Male,,47.50686876546368,,Black or African American,MO,,2018
3125,Lung,Male,,50.70585495066638,,Black or African American,MO,,2019
3126,Lung,Male,,45.06867004927746,,Black or African American,MO,,2020
3127,Lung,Male,,59.726936735959036,,Black or African American,MO,,2021
3128,Lung,Male,,0.869938368404533,,Black or African American,MO,,2022
3129,Lung,Male,,25.014054600983854,,Black or African American,MO,,2023
3130,Lung,Male,,0.0,,Black or African American,MO,,2024
3131,Lung,Male,,30.37738041224887,,Black or African American,MO,,2025
3132,Lung,Male,,76.4,,White,MT,,1999
3133,Lung,Male,,86.6,,White,MT,,2000
3134,Lung,Male,,80.4,,White,MT,,2001
3135,Lung,Male,,83.3,,White,MT,,2002
3136,Lung,Male,,84.2,,White,MT,,2003
3137,Lung,Male,,77.5,,White,MT,,2004
3138,Lung,Male,,85.0,,White,MT,,2005
3139,Lung,Male,,77.4,,White,MT,,2006
3140,Lung,Male,,81.8,,White,MT,,2007
3141,Lung,Male,,80.1,,White,MT,,2008
3142,Lung,Male,,78.3,,White,MT,,2009
3143,Lung,Male,,69.6,,White,MT,,2010
3144,Lung,Male,,83.1,,White,MT,,2011
3145,Lung,Male,,72.3,,White,MT,,2012
3146,Lung,Male,,66.6,,White,MT,,2013
3147,Lung,Male,,73.5,,White,MT,,2014
3148,Lung,Male,,67.4,,White,MT,,2015
3149,Lung,Male,,61.668974324733036,,White,MT,,2016
3150,Lung,Male,,82.0435275845106,,White,MT,,2017
3151,Lung,Male,,20.138126449734585,,White,MT,,2018
3152,Lung,Male,,31.162033888590997,,White,MT,,2019
3153,Lung,Male,,0.0,,White,MT,,2020
3154,Lung,Male,,40.162091530360215,,White,MT,,2021
3155,Lung,Male,,0.0,,White,MT,,2022
3156,Lung,Male,,72.54986628962729,,White,MT,,2023
3157,Lung,Male,,0.0,,White,MT,,2024
3158,Lung,Male,,157.44493571767327,,White,MT,,2025
3159,Lung,Male,,88.7,,Black or African American,OH,,1999
3160,Lung,Male,,76.4,,Black or African American,OH,,2000
3161,Lung,Male,,81.6,,Black or African American,OH,,2001
3162,Lung,Male,,81.5,,Black or African American,OH,,2002
3163,Lung,Male,,81.5,,Black or African American,OH,,2003
3164,Lung,Male,,83.6,,Black or African American,OH,,2004
3165,Lung,Male,,79.5,,Black or African American,OH,,2005
3166,Lung,Male,,78.7,,Black or African American,OH,,2006
3167,Lung,Male,,78.8,,Black or African American,OH,,2007
3168,Lung,Male,,77.5,,Black or African American,OH,,2008
3169,Lung,Male,,77.7,,Black or African American,OH,,2009
3170,Lung,Male,,74.6,,Black or African American,OH,,2010
3171,Lung,Male,,78.2,,Black or African American,OH,,2011
3172,Lung,Male,,71.0,,Black or African American,OH,,2012
3173,Lung,Male,,68.9,,Black or African American,OH,,2013
3174,Lung,Male,,73.4,,Black or African American,OH,,2014
3175,Lung,Male,,68.5,,Black or African American,OH,,2015
3176,Lung,Male,,66.39727449527238,,Black or African American,OH,,2016
3177,Lung,Male,,67.31294137909416,,Black or African American,OH,,2017
3178,Lung,Male,,55.24242106413473,,Black or African American,OH,,2018
3179,Lung,Male,,13.77762445449108,,Black or African American,OH,,2019
3180,Lung,Male,,41.62422519587039,,Black or African American,OH,,2020
3181,Lung,Male,,2.797807347410261,,Black or African American,OH,,2021
3182,Lung,Male,,13.281714921962287,,Black or African American,OH,,2022
3183,Lung,Male,,10.826541118390944,,Black or African American,OH,,2023
3184,Lung,Male,,0.0,,Black or African American,OH,,2024
3185,Lung,Male,,9.957541966028126,,Black or African American,OH,,2025
3186,Nasal,Female,,,0.8,White,NJ,,1999
3187,Nasal,Female,,,0.7,White,NJ,,2000
3188,Nasal,Female,,,0.7,White,NJ,,2001
3189,Nasal,Female,,,0.6,White,NJ,,2002
3190,Nasal,Female,,,0.5,White,NJ,,2003
3191,Nasal,Female,,,0.6,White,NJ,,2004
3192,Nasal,Female,,,0.9,White,NJ,,2005
3193,Nasal,Female,,,0.8,White,NJ,,2006
3194,Nasal,Female,,,0.8,White,NJ,,2007
3195,Nasal,Female,,,0.8,White,NJ,,2008
3196,Nasal,Female,,,0.8,White,NJ,,2009
3197,Nasal,Female,,,0.7,White,NJ,,2010
3198,Nasal,Female,,,0.8,White,NJ,,2011
3199,Nasal,Female,,,0.6,White,NJ,,2012
3200,Nasal,Female,,,0.6,White,NJ,,2013
3201,Nasal,Female,,,0.8,White,NJ,,2014
3202,Nasal,Female,,,0.8,White,NJ,,2015
3203,Nasal,Female,,,0.7018124246148918,White,NJ,,2016
3204,Nasal,Female,,,0.3493946331178635,White,NJ,,2017
3205,Nasal,Female,,,0.6919174821972895,White,NJ,,2018
3206,Nasal,Female,,,0.22899426384936905,White,NJ,,2019
3207,Nasal,Female,,,0.25649950716426045,White,NJ,,2020
3208,Nasal,Female,,,0.7751186789996215,White,NJ,,2021
3209,Nasal,Female,,,0.08985608682403068,White,NJ,,2022
3210,Nasal,Female,,,0.0,White,NJ,,2023
3211,Nasal,Female,,,0.5742292870467927,White,NJ,,2024
3212,Nasal,Female,,,0.0,White,NJ,,2025
3213,Larynx,Male,8.8,,,Black or African American,TX,,1999
3214,Larynx,Male,7.4,,,Black or African American,TX,,2000
3215,Larynx,Male,8.8,,,Black or African American,TX,,2001
3216,Larynx,Male,8.8,,,Black or African American,TX,,2002
3217,Larynx,Male,8.4,,,Black or African American,TX,,2003
3218,Larynx,Male,9.1,,,Black or African American,TX,,2004
3219,Larynx,Male,7.6,,,Black or African American,TX,,2005
3220,Larynx,Male,6.9,,,Black or African American,TX,,2006
3221,Larynx,Male,7.5,,,Black or African American,TX,,2007
3222,Larynx,Male,7.5,,,Black or African American,TX,,2008
3223,Larynx,Male,7.3,,,Black or African American,TX,,2009
3224,Larynx,Male,5.5,,,Black or African American,TX,,2010
3225,Larynx,Male,5.8,,,Black or African American,TX,,2011
3226,Larynx,Male,6.0,,,Black or African American,TX,,2012
3227,Larynx,Male,6.4,,,Black or African American,TX,,2013
3228,Larynx,Male,5.6,,,Black or African American,TX,,2014
3229,Larynx,Male,5.2,,,Black or African American,TX,,2015
3230,Larynx,Male,4.578799782751142,,,Black or African American,TX,,2016
3231,Larynx,Male,3.5862874840050054,,,Black or African American,TX,,2017
3232,Larynx,Male,5.195584167441036,,,Black or African American,TX,,2018
3233,Larynx,Male,3.964727104256723,,,Black or African American,TX,,2019
3234,Larynx,Male,1.3226671620393682,,,Black or African American,TX,,2020
3235,Larynx,Male,0.9085057767626704,,,Black or African American,TX,,2021
3236,Larynx,Male,1.0303232629889658,,,Black or African American,TX,,2022
3237,Larynx,Male,0.8529192164708843,,,Black or African American,TX,,2023
3238,Larynx,Male,0.0,,,Black or African American,TX,,2024
3239,Larynx,Male,0.0,,,Black or African American,TX,,2025
3240,Lung,Male,,51.6,,Black or African American,NY,,1999
3241,Lung,Male,,54.0,,Black or African American,NY,,2000
3242,Lung,Male,,52.8,,Black or African American,NY,,2001
3243,Lung,Male,,51.6,,Black or African American,NY,,2002
3244,Lung,Male,,47.9,,Black or African American,NY,,2003
3245,Lung,Male,,53.3,,Black or African American,NY,,2004
3246,Lung,Male,,53.6,,Black or African American,NY,,2005
3247,Lung,Male,,51.2,,Black or African American,NY,,2006
3248,Lung,Male,,51.9,,Black or African American,NY,,2007
3249,Lung,Male,,50.6,,Black or African American,NY,,2008
3250,Lung,Male,,53.1,,Black or African American,NY,,2009
3251,Lung,Male,,51.2,,Black or African American,NY,,2010
3252,Lung,Male,,52.4,,Black or African American,NY,,2011
3253,Lung,Male,,52.3,,Black or African American,NY,,2012
3254,Lung,Male,,48.1,,Black or African American,NY,,2013
3255,Lung,Male,,50.1,,Black or African American,NY,,2014
3256,Lung,Male,,51.2,,Black or African American,NY,,2015
3257,Lung,Male,,50.56821452433464,,Black or African American,NY,,2016
3258,Lung,Male,,36.80392940846139,,Black or African American,NY,,2017
3259,Lung,Male,,46.70755603859,,Black or African American,NY,,2018
3260,Lung,Male,,24.07852025448268,,Black or African American,NY,,2019
3261,Lung,Male,,36.05624169810567,,Black or African American,NY,,2020
3262,Lung,Male,,5.284442311431206,,Black or African American,NY,,2021
3263,Lung,Male,,17.888636873235143,,Black or African American,NY,,2022
3264,Lung,Male,,17.964306979390248,,Black or African American,NY,,2023
3265,Lung,Male,,0.0,,Black or African American,NY,,2024
3266,Lung,Male,,22.37485361353426,,Black or African American,NY,,2025
3267,Lung,Male,,105.2,,White,MO,,1999
3268,Lung,Male,,100.4,,White,MO,,2000
3269,Lung,Male,,99.4,,White,MO,,2001
3270,Lung,Male,,106.3,,White,MO,,2002
3271,Lung,Male,,109.3,,White,MO,,2003
3272,Lung,Male,,106.0,,White,MO,,2004
3273,Lung,Male,,108.3,,White,MO,,2005
3274,Lung,Male,,106.2,,White,MO,,2006
3275,Lung,Male,,103.0,,White,MO,,2007
3276,Lung,Male,,101.2,,White,MO,,2008
3277,Lung,Male,,104.5,,White,MO,,2009
3278,Lung,Male,,99.9,,White,MO,,2010
3279,Lung,Male,,101.5,,White,MO,,2011
3280,Lung,Male,,104.5,,White,MO,,2012
3281,Lung,Male,,99.8,,White,MO,,2013
3282,Lung,Male,,101.3,,White,MO,,2014
3283,Lung,Male,,100.0,,White,MO,,2015
3284,Lung,Male,,98.02377400495389,,White,MO,,2016
3285,Lung,Male,,75.70245676180737,,White,MO,,2017
3286,Lung,Male,,48.131401887869394,,White,MO,,2018
3287,Lung,Male,,24.942366541289054,,White,MO,,2019
3288,Lung,Male,,31.419191580768636,,White,MO,,2020
3289,Lung,Male,,44.53874927831429,,White,MO,,2021
3290,Lung,Male,,0.0,,White,MO,,2022
3291,Lung,Male,,44.50985928417221,,White,MO,,2023
3292,Lung,Male,,0.0,,White,MO,,2024
3293,Lung,Male,,24.05848373279406,,White,MO,,2025
3294,Larynx,Female,3.0,,,White,CT,,1999
3295,Larynx,Female,1.8,,,White,CT,,2000
3296,Larynx,Female,1.9,,,White,CT,,2001
3297,Larynx,Female,1.7,,,White,CT,,2002
3298,Larynx,Female,1.7,,,White,CT,,2003
3299,Larynx,Female,1.7,,,White,CT,,2004
3300,Larynx,Female,1.2,,,White,CT,,2005
3301,Larynx,Female,2.2,,,White,CT,,2006
3302,Larynx,Female,1.8,,,White,CT,,2007
3303,Larynx,Female,1.8,,,White,CT,,2008
3304,Larynx,Female,1.4,,,White,CT,,2009
3305,Larynx,Female,1.8,,,White,CT,,2010
3306,Larynx,Female,1.9,,,White,CT,,2011
3307,Larynx,Female,1.8,,,White,CT,,2012
3308,Larynx,Female,1.6,,,White,CT,,2013
3309,Larynx,Female,1.8,,,White,CT,,2014
3310,Larynx,Female,1.8,,,White,CT,,2015
3311,Larynx,Female,1.8762205516762136,,,White,CT,,2016
3312,Larynx,Female,1.7742271156931282,,,White,CT,,2017
3313,Larynx,Female,1.3100515067175311,,,White,CT,,2018
3314,Larynx,Female,1.9058426040547285,,,White,CT,,2019
3315,Larynx,Female,0.20282874545972351,,,White,CT,,2020
3316,Larynx,Female,1.2160395588341195,,,White,CT,,2021
3317,Larynx,Female,0.0,,,White,CT,,2022
3318,Larynx,Female,1.6429105978089078,,,White,CT,,2023
3319,Larynx,Female,0.0,,,White,CT,,2024
3320,Larynx,Female,1.8062351700183858,,,White,CT,,2025
3321,Lung,Male,,73.6,,Black or African American,IN,,1999
3322,Lung,Male,,64.6,,Black or African American,IN,,2000
3323,Lung,Male,,67.9,,Black or African American,IN,,2001
3324,Lung,Male,,76.5,,Black or African American,IN,,2002
3325,Lung,Male,,75.8,,Black or African American,IN,,2003
3326,Lung,Male,,66.8,,Black or African American,IN,,2004
3327,Lung,Male,,72.2,,Black or African American,IN,,2005
3328,Lung,Male,,65.1,,Black or African American,IN,,2006
3329,Lung,Male,,72.4,,Black or African American,IN,,2007
3330,Lung,Male,,70.3,,Black or African American,IN,,2008
3331,Lung,Male,,75.9,,Black or African American,IN,,2009
3332,Lung,Male,,65.4,,Black or African American,IN,,2010
3333,Lung,Male,,65.8,,Black or African American,IN,,2011
3334,Lung,Male,,62.2,,Black or African American,IN,,2012
3335,Lung,Male,,55.1,,Black or African American,IN,,2013
3336,Lung,Male,,64.8,,Black or African American,IN,,2014
3337,Lung,Male,,50.8,,Black or African American,IN,,2015
3338,Lung,Male,,63.63310373873515,,Black or African American,IN,,2016
3339,Lung,Male,,43.44748189706232,,Black or African American,IN,,2017
3340,Lung,Male,,4.624052219894917,,Black or African American,IN,,2018
3341,Lung,Male,,28.914508512997042,,Black or African American,IN,,2019
3342,Lung,Male,,0.0,,Black or African American,IN,,2020
3343,Lung,Male,,40.03071803775535,,Black or African American,IN,,2021
3344,Lung,Male,,0.0,,Black or African American,IN,,2022
3345,Lung,Male,,57.76003878873439,,Black or African American,IN,,2023
3346,Lung,Male,,0.0,,Black or African American,IN,,2024
3347,Lung,Male,,107.31502405628727,,Black or African American,IN,,2025
3348,Larynx,Male,9.9,,,White,RI,,1999
3349,Larynx,Male,7.0,,,White,RI,,2000
3350,Larynx,Male,7.4,,,White,RI,,2001
3351,Larynx,Male,7.2,,,White,RI,,2002
3352,Larynx,Male,9.3,,,White,RI,,2003
3353,Larynx,Male,9.5,,,White,RI,,2004
3354,Larynx,Male,10.5,,,White,RI,,2005
3355,Larynx,Male,11.2,,,White,RI,,2006
3356,Larynx,Male,7.1,,,White,RI,,2007
3357,Larynx,Male,10.5,,,White,RI,,2008
3358,Larynx,Male,9.2,,,White,RI,,2009
3359,Larynx,Male,9.9,,,White,RI,,2010
3360,Larynx,Male,9.9,,,White,RI,,2011
3361,Larynx,Male,6.3,,,White,RI,,2012
3362,Larynx,Male,8.6,,,White,RI,,2013
3363,Larynx,Male,6.8,,,White,RI,,2014
3364,Larynx,Male,6.4,,,White,RI,,2015
3365,Larynx,Male,8.11329532656115,,,White,RI,,2016
3366,Larynx,Male,2.389170831410576,,,White,RI,,2017
3367,Larynx,Male,2.2252894688355616,,,White,RI,,2018
3368,Larynx,Male,0.5109826631621108,,,White,RI,,2019
3369,Larynx,Male,2.0115755484369844,,,White,RI,,2020
3370,Larynx,Male,0.4964872586972251,,,White,RI,,2021
3371,Larynx,Male,0.0,,,White,RI,,2022
3372,Larynx,Male,0.9079693115204608,,,White,RI,,2023
3373,Larynx,Male,0.0,,,White,RI,,2024
3374,Larynx,Male,1.9577619827022723,,,White,RI,,2025
3375,Lung,Male,,57.7,,White,NM,,1999
3376,Lung,Male,,58.0,,White,NM,,2000
3377,Lung,Male,,60.4,,White,NM,,2001
3378,Lung,Male,,63.1,,White,NM,,2002
3379,Lung,Male,,56.5,,White,NM,,2003
3380,Lung,Male,,57.7,,White,NM,,2004
3381,Lung,Male,,61.8,,White,NM,,2005
3382,Lung,Male,,59.5,,White,NM,,2006
3383,Lung,Male,,61.6,,White,NM,,2007
3384,Lung,Male,,56.2,,White,NM,,2008
3385,Lung,Male,,55.4,,White,NM,,2009
3386,Lung,Male,,55.0,,White,NM,,2010
3387,Lung,Male,,57.1,,White,NM,,2011
3388,Lung,Male,,56.8,,White,NM,,2012
3389,Lung,Male,,54.5,,White,NM,,2013
3390,Lung,Male,,55.9,,White,NM,,2014
3391,Lung,Male,,54.6,,White,NM,,2015
3392,Lung,Male,,54.89624574576961,,White,NM,,2016
3393,Lung,Male,,30.736168200915856,,White,NM,,2017
3394,Lung,Male,,41.019931322012226,,White,NM,,2018
3395,Lung,Male,,24.909491747460994,,White,NM,,2019
3396,Lung,Male,,27.82980445344041,,White,NM,,2020
3397,Lung,Male,,2.9087099930017994,,White,NM,,2021
3398,Lung,Male,,10.636769154128443,,White,NM,,2022
3399,Lung,Male,,12.17958191013235,,White,NM,,2023
3400,Lung,Male,,0.0,,White,NM,,2024
3401,Lung,Male,,9.874963453363677,,White,NM,,2025
3402,Larynx,Female,2.0,,,White,NC,,1999
3403,Larynx,Female,1.7,,,White,NC,,2000
3404,Larynx,Female,2.1,,,White,NC,,2001
3405,Larynx,Female,1.5,,,White,NC,,2002
3406,Larynx,Female,2.0,,,White,NC,,2003
3407,Larynx,Female,2.3,,,White,NC,,2004
3408,Larynx,Female,2.0,,,White,NC,,2005
3409,Larynx,Female,2.4,,,White,NC,,2006
3410,Larynx,Female,1.8,,,White,NC,,2007
3411,Larynx,Female,2.2,,,White,NC,,2008
3412,Larynx,Female,1.9,,,White,NC,,2009
3413,Larynx,Female,2.1,,,White,NC,,2010
3414,Larynx,Female,2.3,,,White,NC,,2011
3415,Larynx,Female,2.5,,,White,NC,,2012
3416,Larynx,Female,2.4,,,White,NC,,2013
3417,Larynx,Female,1.9,,,White,NC,,2014
3418,Larynx,Female,2.2,,,White,NC,,2015
3419,Larynx,Female,2.0588485437226742,,,White,NC,,2016
3420,Larynx,Female,2.3205914046318252,,,White,NC,,2017
3421,Larynx,Female,1.3080317609064651,,,White,NC,,2018
3422,Larynx,Female,2.735966649972017,,,White,NC,,2019
3423,Larynx,Female,0.8559152389791804,,,White,NC,,2020
3424,Larynx,Female,2.269751496171486,,,White,NC,,2021
3425,Larynx,Female,0.0,,,White,NC,,2022
3426,Larynx,Female,2.5854848692657875,,,White,NC,,2023
3427,Larynx,Female,0.0,,,White,NC,,2024
3428,Larynx,Female,3.7943812867445863,,,White,NC,,2025
3429,Lung,Male,,84.4,,White,NY,,1999
3430,Lung,Male,,85.7,,White,NY,,2000
3431,Lung,Male,,81.7,,White,NY,,2001
3432,Lung,Male,,84.9,,White,NY,,2002
3433,Lung,Male,,84.7,,White,NY,,2003
3434,Lung,Male,,82.5,,White,NY,,2004
3435,Lung,Male,,83.4,,White,NY,,2005
3436,Lung,Male,,82.7,,White,NY,,2006
3437,Lung,Male,,84.8,,White,NY,,2007
3438,Lung,Male,,85.0,,White,NY,,2008
3439,Lung,Male,,85.3,,White,NY,,2009
3440,Lung,Male,,81.3,,White,NY,,2010
3441,Lung,Male,,82.6,,White,NY,,2011
3442,Lung,Male,,80.7,,White,NY,,2012
3443,Lung,Male,,81.1,,White,NY,,2013
3444,Lung,Male,,78.4,,White,NY,,2014
3445,Lung,Male,,80.8,,White,NY,,2015
3446,Lung,Male,,78.73834791329652,,White,NY,,2016
3447,Lung,Male,,36.83464368720743,,White,NY,,2017
3448,Lung,Male,,7.047798953613068,,White,NY,,2018
3449,Lung,Male,,36.29436889240857,,White,NY,,2019
3450,Lung,Male,,3.8083673953370862,,White,NY,,2020
3451,Lung,Male,,41.40132058762562,,White,NY,,2021
3452,Lung,Male,,0.0,,White,NY,,2022
3453,Lung,Male,,47.99580058442854,,White,NY,,2023
3454,Lung,Male,,0.0,,White,NY,,2024
3455,Lung,Male,,83.55710453632372,,White,NY,,2025
3456,Lung,Female,,26.6,,Black or African American,GA,,1999
3457,Lung,Female,,28.4,,Black or African American,GA,,2000
3458,Lung,Female,,27.7,,Black or African American,GA,,2001
3459,Lung,Female,,29.0,,Black or African American,GA,,2002
3460,Lung,Female,,31.1,,Black or African American,GA,,2003
3461,Lung,Female,,29.4,,Black or African American,GA,,2004
3462,Lung,Female,,31.8,,Black or African American,GA,,2005
3463,Lung,Female,,30.6,,Black or African American,GA,,2006
3464,Lung,Female,,33.0,,Black or African American,GA,,2007
3465,Lung,Female,,32.6,,Black or African American,GA,,2008
3466,Lung,Female,,33.1,,Black or African American,GA,,2009
3467,Lung,Female,,34.3,,Black or African American,GA,,2010
3468,Lung,Female,,32.2,,Black or African American,GA,,2011
3469,Lung,Female,,37.6,,Black or African American,GA,,2012
3470,Lung,Female,,34.0,,Black or African American,GA,,2013
